city,year,crime_original,crime_name,crime_section,incidences,rate
Vasai-Virar,2014,Making or Possessing Materials for Forged Currency/Bank Notes,Making or possessing materials for forged currency/bank notes,,0,0
Vasai-Virar,2014,Making or Using Documents Resembling Currency Notes/Bank Notes,Making or using documents resembling currency notes/bank notes,,0,0
Vijayawada,2014,Possession Of Forged Or Counterfeiting Currency/Bank Notes,Possession of forged or counterfeiting currency/bank notes,,0,0
Vijayawada,2014,Making or Possessing Materials for Forged Currency/Bank Notes,Making or possessing materials for forged currency/bank notes,,0,0
Vijayawada,2014,Making or Using Documents Resembling Currency Notes/Bank Notes,Making or using documents resembling currency notes/bank notes,,0,0
Vishakhapatnam,2014,Possession Of Forged Or Counterfeiting Currency/Bank Notes,Possession of forged or counterfeiting currency/bank notes,,0,0
Vishakhapatnam,2014,Making or Possessing Materials for Forged Currency/Bank Notes,Making or possessing materials for forged currency/bank notes,,0,0
Vishakhapatnam,2014,Making or Using Documents Resembling Currency Notes/Bank Notes,Making or using documents resembling currency notes/bank notes,,0,0
Agra,2014,Arson,Arson,,5,0.3
Agra,2014,rievous Hurt (Total),Grievous hurt total,(Total),164,9.4
Agra,2014,Grievous Hurt (Section 325 & 326 IPC),Grievous hurt,(Section 325 & 326 IPC),163,9.3
Agra,2014,Acid Attack (Section 326A IPC),Acid attack,(Section 326A IPC),1,0.1
Agra,2014,Attempt To Acid Attack (Section 326B IPC),Attempt to acid attack ,(Section 326B IPC),0,0
Ahmedabad,2014,Arson,Arson,,4,0.1
Ahmedabad,2014,rievous Hurt (Total),Grievous hurt total,(Total),245,3.9
Ahmedabad,2014,Grievous Hurt (Section 325 & 326 IPC),Grievous hurt,(Section 325 & 326 IPC),241,3.8
Ahmedabad,2014,Acid Attack (Section 326A IPC),Acid attack,(Section 326A IPC),3,0
Ahmedabad,2014,Attempt To Acid Attack (Section 326B IPC),Attempt to acid attack ,(Section 326B IPC),1,0
Allahabad,2014,Arson,Arson,,0,0
Allahabad,2014,rievous Hurt (Total),Grievous hurt total,(Total),21,1.7
Allahabad,2014,Grievous Hurt (Section 325 & 326 IPC),Grievous hurt,(Section 325 & 326 IPC),19,1.6
Allahabad,2014,Acid Attack (Section 326A IPC),Acid attack,(Section 326A IPC),2,0.2
Allahabad,2014,Attempt To Acid Attack (Section 326B IPC),Attempt to acid attack ,(Section 326B IPC),0,0
Amritsar,2014,Arson,Arson,,2,0.2
Amritsar,2014,rievous Hurt (Total),Grievous hurt total,(Total),143,12.1
Amritsar,2014,Grievous Hurt (Section 325 & 326 IPC),Grievous hurt,(Section 325 & 326 IPC),142,12
Amritsar,2014,Acid Attack (Section 326A IPC),Acid attack,(Section 326A IPC),1,0.1
Amritsar,2014,Attempt To Acid Attack (Section 326B IPC),Attempt to acid attack ,(Section 326B IPC),0,0
Asansol,2014,Arson,Arson,,10,0.8
Asansol,2014,rievous Hurt (Total),Grievous hurt total,(Total),2,0.2
Asansol,2014,Grievous Hurt (Section 325 & 326 IPC),Grievous hurt,(Section 325 & 326 IPC),0,0
Asansol,2014,Acid Attack (Section 326A IPC),Acid attack,(Section 326A IPC),2,0.2
Asansol,2014,Attempt To Acid Attack (Section 326B IPC),Attempt to acid attack ,(Section 326B IPC),0,0
Aurangabad,2014,Arson,Arson,,35,2.9
Aurangabad,2014,rievous Hurt (Total),Grievous hurt total,(Total),71,6
Aurangabad,2014,Grievous Hurt (Section 325 & 326 IPC),Grievous hurt,(Section 325 & 326 IPC),71,6
Aurangabad,2014,Acid Attack (Section 326A IPC),Acid attack,(Section 326A IPC),0,0
Aurangabad,2014,Attempt To Acid Attack (Section 326B IPC),Attempt to acid attack ,(Section 326B IPC),0,0
Bengaluru,2014,Arson,Arson,,100,1.2
Bengaluru,2014,rievous Hurt (Total),Grievous hurt total,(Total),217,2.6
Bengaluru,2014,Grievous Hurt (Section 325 & 326 IPC),Grievous hurt,(Section 325 & 326 IPC),216,2.5
Bengaluru,2014,Acid Attack (Section 326A IPC),Acid attack,(Section 326A IPC),0,0
Bengaluru,2014,Attempt To Acid Attack (Section 326B IPC),Attempt to acid attack ,(Section 326B IPC),1,0
Bhopal,2014,Arson,Arson,,12,0.6
Bhopal,2014,rievous Hurt (Total),Grievous hurt total,(Total),298,15.8
Bhopal,2014,Grievous Hurt (Section 325 & 326 IPC),Grievous hurt,(Section 325 & 326 IPC),298,15.8
Bhopal,2014,Acid Attack (Section 326A IPC),Acid attack,(Section 326A IPC),0,0
Bhopal,2014,Attempt To Acid Attack (Section 326B IPC),Attempt to acid attack ,(Section 326B IPC),0,0
Chandigarh City,2014,Arson,Arson,,12,1.2
Chandigarh City,2014,rievous Hurt (Total),Grievous hurt total,(Total),19,1.9
Chandigarh City,2014,Grievous Hurt (Section 325 & 326 IPC),Grievous hurt,(Section 325 & 326 IPC),19,1.9
Chandigarh City,2014,Acid Attack (Section 326A IPC),Acid attack,(Section 326A IPC),0,0
Chandigarh City,2014,Attempt To Acid Attack (Section 326B IPC),Attempt to acid attack ,(Section 326B IPC),0,0
Chennai,2014,Arson,Arson,,17,0.2
Chennai,2014,rievous Hurt (Total),Grievous hurt total,(Total),46,0.5
Chennai,2014,Grievous Hurt (Section 325 & 326 IPC),Grievous hurt,(Section 325 & 326 IPC),44,0.5
Chennai,2014,Acid Attack (Section 326A IPC),Acid attack,(Section 326A IPC),2,0
Chennai,2014,Attempt To Acid Attack (Section 326B IPC),Attempt to acid attack ,(Section 326B IPC),0,0
Coimbatore,2014,Arson,Arson,,14,0.7
Coimbatore,2014,rievous Hurt (Total),Grievous hurt total,(Total),17,0.8
Coimbatore,2014,Grievous Hurt (Section 325 & 326 IPC),Grievous hurt,(Section 325 & 326 IPC),17,0.8
Coimbatore,2014,Acid Attack (Section 326A IPC),Acid attack,(Section 326A IPC),0,0
Coimbatore,2014,Attempt To Acid Attack (Section 326B IPC),Attempt to acid attack ,(Section 326B IPC),0,0
Delhi City,2014,Arson,Arson,,166,1
Delhi City,2014,rievous Hurt (Total),Grievous hurt total,(Total),606,3.7
Delhi City,2014,Grievous Hurt (Section 325 & 326 IPC),Grievous hurt,(Section 325 & 326 IPC),575,3.5
Delhi City,2014,Acid Attack (Section 326A IPC),Acid attack,(Section 326A IPC),20,0.1
Delhi City,2014,Attempt To Acid Attack (Section 326B IPC),Attempt to acid attack ,(Section 326B IPC),11,0.1
Dhanbad,2014,Arson,Arson,,0,0
Dhanbad,2014,rievous Hurt (Total),Grievous hurt total,(Total),12,1
Dhanbad,2014,Grievous Hurt (Section 325 & 326 IPC),Grievous hurt,(Section 325 & 326 IPC),12,1
Dhanbad,2014,Acid Attack (Section 326A IPC),Acid attack,(Section 326A IPC),0,0
Dhanbad,2014,Attempt To Acid Attack (Section 326B IPC),Attempt to acid attack ,(Section 326B IPC),0,0
Durg-Bhilainagar,2014,Arson,Arson,,36,3.4
Durg-Bhilainagar,2014,rievous Hurt (Total),Grievous hurt total,(Total),42,3.9
Durg-Bhilainagar,2014,Grievous Hurt (Section 325 & 326 IPC),Grievous hurt,(Section 325 & 326 IPC),42,3.9
Durg-Bhilainagar,2014,Acid Attack (Section 326A IPC),Acid attack,(Section 326A IPC),0,0
Durg-Bhilainagar,2014,Attempt To Acid Attack (Section 326B IPC),Attempt to acid attack ,(Section 326B IPC),0,0
Faridabad,2014,Arson,Arson,,7,0.5
Faridabad,2014,rievous Hurt (Total),Grievous hurt total,(Total),111,7.9
Faridabad,2014,Grievous Hurt (Section 325 & 326 IPC),Grievous hurt,(Section 325 & 326 IPC),110,7.8
Faridabad,2014,Acid Attack (Section 326A IPC),Acid attack,(Section 326A IPC),1,0.1
Faridabad,2014,Attempt To Acid Attack (Section 326B IPC),Attempt to acid attack ,(Section 326B IPC),0,0
Ghaziabad,2014,Arson,Arson,,1,0
Ghaziabad,2014,rievous Hurt (Total),Grievous hurt total,(Total),10,0.4
Ghaziabad,2014,Grievous Hurt (Section 325 & 326 IPC),Grievous hurt,(Section 325 & 326 IPC),8,0.3
Ghaziabad,2014,Acid Attack (Section 326A IPC),Acid attack,(Section 326A IPC),1,0
Ghaziabad,2014,Attempt To Acid Attack (Section 326B IPC),Attempt to acid attack ,(Section 326B IPC),1,0
Gwalior,2014,Arson,Arson,,10,0.9
Gwalior,2014,rievous Hurt (Total),Grievous hurt total,(Total),36,3.3
Gwalior,2014,Grievous Hurt (Section 325 & 326 IPC),Grievous hurt,(Section 325 & 326 IPC),36,3.3
Gwalior,2014,Acid Attack (Section 326A IPC),Acid attack,(Section 326A IPC),0,0
Gwalior,2014,Attempt To Acid Attack (Section 326B IPC),Attempt to acid attack ,(Section 326B IPC),0,0
Hyderabad,2014,Arson,Arson,,20,0.3
Hyderabad,2014,rievous Hurt (Total),Grievous hurt total,(Total),119,1.5
Hyderabad,2014,Grievous Hurt (Section 325 & 326 IPC),Grievous hurt,(Section 325 & 326 IPC),119,1.5
Hyderabad,2014,Acid Attack (Section 326A IPC),Acid attack,(Section 326A IPC),0,0
Hyderabad,2014,Attempt To Acid Attack (Section 326B IPC),Attempt to acid attack ,(Section 326B IPC),0,0
Indore,2014,Arson,Arson,,39,1.8
Indore,2014,rievous Hurt (Total),Grievous hurt total,(Total),72,3.3
Indore,2014,Grievous Hurt (Section 325 & 326 IPC),Grievous hurt,(Section 325 & 326 IPC),70,3.2
Indore,2014,Acid Attack (Section 326A IPC),Acid attack,(Section 326A IPC),2,0.1
Indore,2014,Attempt To Acid Attack (Section 326B IPC),Attempt to acid attack ,(Section 326B IPC),0,0
Jabalpur,2014,Arson,Arson,,4,0.3
Jabalpur,2014,rievous Hurt (Total),Grievous hurt total,(Total),93,7.3
Jabalpur,2014,Grievous Hurt (Section 325 & 326 IPC),Grievous hurt,(Section 325 & 326 IPC),93,7.3
Jabalpur,2014,Acid Attack (Section 326A IPC),Acid attack,(Section 326A IPC),0,0
Jabalpur,2014,Attempt To Acid Attack (Section 326B IPC),Attempt to acid attack ,(Section 326B IPC),0,0
Jaipur,2014,Arson,Arson,,26,0.8
Jaipur,2014,rievous Hurt (Total),Grievous hurt total,(Total),6,0.2
Jaipur,2014,Grievous Hurt (Section 325 & 326 IPC),Grievous hurt,(Section 325 & 326 IPC),6,0.2
Jaipur,2014,Acid Attack (Section 326A IPC),Acid attack,(Section 326A IPC),0,0
Jaipur,2014,Attempt To Acid Attack (Section 326B IPC),Attempt to acid attack ,(Section 326B IPC),0,0
Jamshedpur,2014,Arson,Arson,,1,0.1
Jamshedpur,2014,rievous Hurt (Total),Grievous hurt total,(Total),56,4.2
Jamshedpur,2014,Grievous Hurt (Section 325 & 326 IPC),Grievous hurt,(Section 325 & 326 IPC),55,4.1
Jamshedpur,2014,Acid Attack (Section 326A IPC),Acid attack,(Section 326A IPC),1,0.1
Jamshedpur,2014,Attempt To Acid Attack (Section 326B IPC),Attempt to acid attack ,(Section 326B IPC),0,0
Jodhpur,2014,Arson,Arson,,11,1
Jodhpur,2014,rievous Hurt (Total),Grievous hurt total,(Total),10,0.9
Jodhpur,2014,Grievous Hurt (Section 325 & 326 IPC),Grievous hurt,(Section 325 & 326 IPC),10,0.9
Jodhpur,2014,Acid Attack (Section 326A IPC),Acid attack,(Section 326A IPC),0,0
Jodhpur,2014,Attempt To Acid Attack (Section 326B IPC),Attempt to acid attack ,(Section 326B IPC),0,0
Kannur,2014,Arson,Arson,,20,1.2
Kannur,2014,rievous Hurt (Total),Grievous hurt total,(Total),8,0.5
Kannur,2014,Grievous Hurt (Section 325 & 326 IPC),Grievous hurt,(Section 325 & 326 IPC),8,0.5
Kannur,2014,Acid Attack (Section 326A IPC),Acid attack,(Section 326A IPC),0,0
Kannur,2014,Attempt To Acid Attack (Section 326B IPC),Attempt to acid attack ,(Section 326B IPC),0,0
Kanpur,2014,Arson,Arson,,3,0.1
Kanpur,2014,rievous Hurt (Total),Grievous hurt total,(Total),91,3.1
Kanpur,2014,Grievous Hurt (Section 325 & 326 IPC),Grievous hurt,(Section 325 & 326 IPC),90,3.1
Kanpur,2014,Acid Attack (Section 326A IPC),Acid attack,(Section 326A IPC),0,0
Kanpur,2014,Attempt To Acid Attack (Section 326B IPC),Attempt to acid attack ,(Section 326B IPC),1,0
Kochi,2014,Arson,Arson,,3,0.1
Kochi,2014,rievous Hurt (Total),Grievous hurt total,(Total),49,2.3
Kochi,2014,Grievous Hurt (Section 325 & 326 IPC),Grievous hurt,(Section 325 & 326 IPC),49,2.3
Kochi,2014,Acid Attack (Section 326A IPC),Acid attack,(Section 326A IPC),0,0
Kochi,2014,Attempt To Acid Attack (Section 326B IPC),Attempt to acid attack ,(Section 326B IPC),0,0
Kolkata,2014,Arson,Arson,,0,0
Kolkata,2014,rievous Hurt (Total),Grievous hurt total,(Total),905,6.4
Kolkata,2014,Grievous Hurt (Section 325 & 326 IPC),Grievous hurt,(Section 325 & 326 IPC),905,6.4
Kolkata,2014,Acid Attack (Section 326A IPC),Acid attack,(Section 326A IPC),0,0
Kolkata,2014,Attempt To Acid Attack (Section 326B IPC),Attempt to acid attack ,(Section 326B IPC),0,0
Kollam,2014,Arson,Arson,,13,1.2
Kollam,2014,rievous Hurt (Total),Grievous hurt total,(Total),132,11.9
Kollam,2014,Grievous Hurt (Section 325 & 326 IPC),Grievous hurt,(Section 325 & 326 IPC),132,11.9
Kollam,2014,Acid Attack (Section 326A IPC),Acid attack,(Section 326A IPC),0,0
Kollam,2014,Attempt To Acid Attack (Section 326B IPC),Attempt to acid attack ,(Section 326B IPC),0,0
Kota,2014,Arson,Arson,,1,0.1
Kota,2014,rievous Hurt (Total),Grievous hurt total,(Total),28,2.8
Kota,2014,Grievous Hurt (Section 325 & 326 IPC),Grievous hurt,(Section 325 & 326 IPC),28,2.8
Kota,2014,Acid Attack (Section 326A IPC),Acid attack,(Section 326A IPC),0,0
Kota,2014,Attempt To Acid Attack (Section 326B IPC),Attempt to acid attack ,(Section 326B IPC),0,0
Kozhikode,2014,Arson,Arson,,9,0.4
Kozhikode,2014,rievous Hurt (Total),Grievous hurt total,(Total),31,1.5
Kozhikode,2014,Grievous Hurt (Section 325 & 326 IPC),Grievous hurt,(Section 325 & 326 IPC),31,1.5
Kozhikode,2014,Acid Attack (Section 326A IPC),Acid attack,(Section 326A IPC),0,0
Kozhikode,2014,Attempt To Acid Attack (Section 326B IPC),Attempt to acid attack ,(Section 326B IPC),0,0
Lucknow,2014,Arson,Arson,,11,0.4
Lucknow,2014,rievous Hurt (Total),Grievous hurt total,(Total),91,3.1
Lucknow,2014,Grievous Hurt (Section 325 & 326 IPC),Grievous hurt,(Section 325 & 326 IPC),91,3.1
Lucknow,2014,Acid Attack (Section 326A IPC),Acid attack,(Section 326A IPC),0,0
Lucknow,2014,Attempt To Acid Attack (Section 326B IPC),Attempt to acid attack ,(Section 326B IPC),0,0
Ludhiana,2014,Arson,Arson,,5,0.3
Ludhiana,2014,rievous Hurt (Total),Grievous hurt total,(Total),208,12.9
Ludhiana,2014,Grievous Hurt (Section 325 & 326 IPC),Grievous hurt,(Section 325 & 326 IPC),206,12.8
Ludhiana,2014,Acid Attack (Section 326A IPC),Acid attack,(Section 326A IPC),2,0.1
Ludhiana,2014,Attempt To Acid Attack (Section 326B IPC),Attempt to acid attack ,(Section 326B IPC),0,0
Madurai,2014,Arson,Arson,,7,0.5
Madurai,2014,rievous Hurt (Total),Grievous hurt total,(Total),4,0.3
Madurai,2014,Grievous Hurt (Section 325 & 326 IPC),Grievous hurt,(Section 325 & 326 IPC),4,0.3
Madurai,2014,Acid Attack (Section 326A IPC),Acid attack,(Section 326A IPC),0,0
